ACTION QUERY 10000 10 home schooling
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_RELEVANT b'391930'
ACTION DOC 10000 38 EXAMINING_DOCUMENT b'391930'
ACTION MARK 10000 41 CONSIDERED_RELEVANT b'391930'
ACTION SNIPPET 10000 44 SNIPPET_RELEVANT b'391931'
ACTION DOC 10000 64 EXAMINING_DOCUMENT b'391931'
ACTION MARK 10000 67 CONSIDERED_RELEVANT b'391931'
ACTION SNIPPET 10000 70 SNIPPET_RELEVANT b'1635819'
ACTION DOC 10000 90 EXAMINING_DOCUMENT b'1635819'
ACTION MARK 10000 93 CONSIDERED_RELEVANT b'1635819'
ACTION SNIPPET 10000 96 SNIPPET_RELEVANT b'1202009'
ACTION DOC 10000 116 EXAMINING_DOCUMENT b'1202009'
ACTION MARK 10000 119 CONSIDERED_RELEVANT b'1202009'
ACTION SNIPPET 10000 122 SNIPPET_RELEVANT b'1058364'
ACTION DOC 10000 142 EXAMINING_DOCUMENT b'1058364'
ACTION MARK 10000 145 CONSIDERED_RELEVANT b'1058364'
ACTION SNIPPET 10000 148 SNIPPET_RELEVANT b'403043'
ACTION DOC 10000 168 EXAMINING_DOCUMENT b'403043'
ACTION MARK 10000 171 CONSIDERED_RELEVANT b'403043'
ACTION SNIPPET 10000 174 SNIPPET_RELEVANT b'790384'
ACTION DOC 10000 194 EXAMINING_DOCUMENT b'790384'
ACTION MARK 10000 197 CONSIDERED_RELEVANT b'790384'
ACTION SNIPPET 10000 200 SNIPPET_RELEVANT b'1057737'
ACTION DOC 10000 220 EXAMINING_DOCUMENT b'1057737'
ACTION MARK 10000 223 CONSIDERED_RELEVANT b'1057737'
ACTION SNIPPET 10000 226 SNIPPET_RELEVANT b'1210150'
ACTION DOC 10000 246 EXAMINING_DOCUMENT b'1210150'
ACTION MARK 10000 249 CONSIDERED_RELEVANT b'1210150'
ACTION SNIPPET 10000 252 SNIPPET_RELEVANT b'1356232'
ACTION DOC 10000 272 EXAMINING_DOCUMENT b'1356232'
ACTION MARK 10000 275 CONSIDERED_RELEVANT b'1356232'
ACTION SNIPPET 10000 278 SNIPPET_RELEVANT b'1696258'
ACTION DOC 10000 298 EXAMINING_DOCUMENT b'1696258'
ACTION MARK 10000 301 CONSIDERED_RELEVANT b'1696258'
ACTION SNIPPET 10000 304 SNIPPET_RELEVANT b'1630458'
ACTION DOC 10000 324 EXAMINING_DOCUMENT b'1630458'
ACTION MARK 10000 327 CONSIDERED_RELEVANT b'1630458'
ACTION SNIPPET 10000 330 SNIPPET_RELEVANT b'1534317'
ACTION DOC 10000 350 EXAMINING_DOCUMENT b'1534317'
ACTION MARK 10000 353 CONSIDERED_RELEVANT b'1534317'
ACTION SNIPPET 10000 356 SNIPPET_RELEVANT b'1825363'
ACTION DOC 10000 376 EXAMINING_DOCUMENT b'1825363'
ACTION MARK 10000 379 CONSIDERED_RELEVANT b'1825363'
ACTION SNIPPET 10000 382 SNIPPET_RELEVANT b'812141'
ACTION DOC 10000 402 EXAMINING_DOCUMENT b'812141'
ACTION MARK 10000 405 CONSIDERED_RELEVANT b'812141'
ACTION SNIPPET 10000 408 SNIPPET_RELEVANT b'1534973'
ACTION DOC 10000 428 EXAMINING_DOCUMENT b'1534973'
ACTION SNIPPET 10000 431 SNIPPET_RELEVANT b'1766937'
ACTION DOC 10000 451 EXAMINING_DOCUMENT b'1766937'
ACTION MARK 10000 454 CONSIDERED_RELEVANT b'1766937'
ACTION SNIPPET 10000 457 SNIPPET_NOT_RELEVANT b'1532699'
ACTION SNIPPET 10000 460 SNIPPET_RELEVANT b'798624'
ACTION DOC 10000 480 EXAMINING_DOCUMENT b'798624'
ACTION MARK 10000 483 CONSIDERED_RELEVANT b'798624'
ACTION SNIPPET 10000 486 SNIPPET_RELEVANT b'798190'
ACTION DOC 10000 506 EXAMINING_DOCUMENT b'798190'
ACTION MARK 10000 509 CONSIDERED_RELEVANT b'798190'
ACTION SNIPPET 10000 512 SNIPPET_RELEVANT b'540823'
ACTION DOC 10000 532 EXAMINING_DOCUMENT b'540823'
ACTION MARK 10000 535 CONSIDERED_RELEVANT b'540823'
ACTION SNIPPET 10000 538 SNIPPET_RELEVANT b'675759'
ACTION DOC 10000 558 EXAMINING_DOCUMENT b'675759'
ACTION MARK 10000 561 CONSIDERED_RELEVANT b'675759'
ACTION SNIPPET 10000 564 SNIPPET_RELEVANT b'1356039'
ACTION DOC 10000 584 EXAMINING_DOCUMENT b'1356039'
ACTION MARK 10000 587 CONSIDERED_RELEVANT b'1356039'
ACTION SNIPPET 10000 590 SNIPPET_RELEVANT b'1807588'
ACTION DOC 10000 610 EXAMINING_DOCUMENT b'1807588'
ACTION MARK 10000 613 CONSIDERED_RELEVANT b'1807588'
ACTION SNIPPET 10000 616 SNIPPET_RELEVANT b'1057716'
ACTION DOC 10000 636 EXAMINING_DOCUMENT b'1057716'
ACTION MARK 10000 639 CONSIDERED_RELEVANT b'1057716'
ACTION SNIPPET 10000 642 SNIPPET_RELEVANT b'1203538'
ACTION DOC 10000 662 EXAMINING_DOCUMENT b'1203538'
ACTION MARK 10000 665 CONSIDERED_RELEVANT b'1203538'
ACTION SNIPPET 10000 668 SNIPPET_RELEVANT b'1534975'
ACTION DOC 10000 688 EXAMINING_DOCUMENT b'1534975'
ACTION MARK 10000 691 CONSIDERED_RELEVANT b'1534975'
ACTION SNIPPET 10000 694 SNIPPET_RELEVANT b'238825'
ACTION DOC 10000 714 EXAMINING_DOCUMENT b'238825'
ACTION MARK 10000 717 CONSIDERED_RELEVANT b'238825'
ACTION SNIPPET 10000 720 SNIPPET_RELEVANT b'1215547'
ACTION DOC 10000 740 EXAMINING_DOCUMENT b'1215547'
ACTION MARK 10000 743 CONSIDERED_RELEVANT b'1215547'
ACTION SNIPPET 10000 746 SNIPPET_NOT_RELEVANT b'1201094'
ACTION SNIPPET 10000 749 SNIPPET_RELEVANT b'1537262'
ACTION DOC 10000 769 EXAMINING_DOCUMENT b'1537262'
ACTION MARK 10000 772 CONSIDERED_RELEVANT b'1537262'
ACTION SNIPPET 10000 775 SNIPPET_NOT_RELEVANT b'790461'
ACTION SNIPPET 10000 778 SNIPPET_RELEVANT b'72341'
ACTION DOC 10000 798 EXAMINING_DOCUMENT b'72341'
ACTION MARK 10000 801 CONSIDERED_RELEVANT b'72341'
ACTION SNIPPET 10000 804 SNIPPET_NOT_RELEVANT b'933609'
ACTION SNIPPET 10000 807 SNIPPET_RELEVANT b'1682430'
ACTION DOC 10000 827 EXAMINING_DOCUMENT b'1682430'
ACTION MARK 10000 830 CONSIDERED_RELEVANT b'1682430'
ACTION SNIPPET 10000 833 SNIPPET_RELEVANT b'1203537'
ACTION DOC 10000 853 EXAMINING_DOCUMENT b'1203537'
ACTION MARK 10000 856 CONSIDERED_RELEVANT b'1203537'
ACTION SNIPPET 10000 859 SNIPPET_RELEVANT b'579846'
ACTION DOC 10000 879 EXAMINING_DOCUMENT b'579846'
ACTION MARK 10000 882 CONSIDERED_RELEVANT b'579846'
ACTION SNIPPET 10000 885 SNIPPET_RELEVANT b'526264'
ACTION DOC 10000 905 EXAMINING_DOCUMENT b'526264'
ACTION MARK 10000 908 CONSIDERED_RELEVANT b'526264'
ACTION SNIPPET 10000 911 SNIPPET_NOT_RELEVANT b'386255'
ACTION SNIPPET 10000 914 SNIPPET_RELEVANT b'1266276'
ACTION DOC 10000 934 EXAMINING_DOCUMENT b'1266276'
ACTION MARK 10000 937 CONSIDERED_RELEVANT b'1266276'
ACTION SNIPPET 10000 940 SNIPPET_NOT_RELEVANT b'556821'
ACTION SNIPPET 10000 943 SNIPPET_RELEVANT b'1535385'
ACTION DOC 10000 963 EXAMINING_DOCUMENT b'1535385'
ACTION MARK 10000 966 CONSIDERED_RELEVANT b'1535385'
ACTION SNIPPET 10000 969 SNIPPET_RELEVANT b'1158387'
ACTION DOC 10000 989 EXAMINING_DOCUMENT b'1158387'
ACTION MARK 10000 992 CONSIDERED_RELEVANT b'1158387'
ACTION SNIPPET 10000 995 SNIPPET_RELEVANT b'1201101'
ACTION DOC 10000 1015 EXAMINING_DOCUMENT b'1201101'
